,"cln3-1","cln3-2","clb2-2","clb2-1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_80","cdc15_90","cdc15_100","cdc15_110","cdc15_120","cdc15_130","cdc15_140","cdc15_150","cdc15_160","cdc15_170","cdc15_180","cdc15_190","cdc15_200","cdc15_210","cdc15_220","cdc15_230","cdc15_240","cdc15_250","cdc15_270","cdc15_290","cdc28_0","cdc28_10","cdc28_20","cdc28_30","cdc28_40","cdc28_50","cdc28_60","cdc28_70","cdc28_80","cdc28_90","cdc28_100","cdc28_110","cdc28_120","cdc28_130","cdc28_140","cdc28_150","cdc28_160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390"
"YHR040W",0.14,-0.27,-0.32,-0.45,0.21,-0.69,-0.29,-0.17,0.22,-0.21,0.32,-0.08,0.16,0.21,-0.1,0.12,0.1,-0.14,-0.12,-0.03,0.32,0.18,0.13,0.01,-0.12,0.25,-0.25,0.14,-0.27,0.14,-0.23,0.28,-0.27,0.28,0.04,0.11,-0.29,0.13,-0.02,0.11,0.21,0.08,-0.09,0.01,-0.29,-0.12,0.21,0.23,0.36,0.52,0.16,0.15,0.29,0.39,-0.25,0.29,-0.32,-0.66,-0.41,-0.38,,-0.42,-0.16,-0.76,-0.21,-0.26,0.18,0.39,0.18,0.07,0.5,0.22,0.35,0.01,-0.55,-0.35,0.24
"YHR041C",-0.34,-0.71,0.07,0.04,0.19,-0.29,0.11,,0.33,-0.31,0.33,-0.31,0.09,0.11,-0.04,-0.16,0.37,-0.33,0.09,-0.16,0.07,-0.08,-0.09,-0.16,-0.06,0.15,0.03,0.12,0.07,0.11,0.6,0,-0.08,0.11,0.08,-0.16,0.12,-0.12,0.09,-0.14,0.44,-0.11,0.38,-0.19,-0.32,-0.87,-0.12,-0.11,0.21,0.54,-0.31,-0.39,-0.17,0.25,-0.11,0.52,0.16,-0.34,,-0.2,0.16,-0.02,-0.07,-0.61,,-0.1,-0.17,0.03,-0.27,0.12,0.22,0.18,0.22,-0.03,0.23,0.12,0.06
"YHR042W",0.56,0.81,,-0.03,-0.03,-0.59,-0.12,-0.43,0.23,-0.18,0.28,-0.02,0.07,0.09,0.12,0.14,0.17,-0.03,0.1,0.13,0.13,-0.05,0.04,0.51,-0.17,-0.29,-0.45,-0.32,0.16,-0.12,0.44,-0.17,0.63,0.87,0.82,0.11,-0.1,-0.74,0.08,-0.12,0.35,-0.08,0.33,-0.92,-0.34,-0.52,-0.75,-0.64,-0.05,-0.14,0.02,0.15,-0.06,-0.18,-0.11,0.63,0.28,0.45,0.25,,0.2,-0.02,-0.02,-0.71,-0.03,-0.37,0.3,0.01,-0.11,0.17,0.3,0.17,0.27,-0.12,0.01,-0.35,0.46
"YHR043C",0.16,-0.51,0.03,-0.32,0.39,0.06,0.58,0.14,0.24,-0.23,0.32,-0.27,-0.07,,-0.25,-0.08,0.26,-0.3,0.03,-0.36,-0.13,-0.32,0.02,0.17,0.07,0.02,-0.14,-0.17,-0.2,-0.09,-0.1,0.25,-0.22,0.13,-0.24,-0.27,-0.34,-0.03,-0.22,-0.01,0.07,0.23,0.18,0.29,0.23,0.37,0.62,0.47,0.4,0.24,-0.67,-0.1,-0.33,-0.24,0.05,-0.49,0.01,0.38,0.43,-0.15,,-0.58,-0.04,0.1,1.66,-0.21,-0.61,-0.25,-0.33,-0.01,0.04,-0.13,-0.42,0.24,0.17,-0.08,-0.15
"YHR044C",-0.22,-0.34,-0.45,-0.18,0.09,0.44,0.24,-0.08,0.2,-0.38,0.09,-0.21,-0.02,-0.11,0.03,0.09,0.13,-0.21,-0.13,-0.24,0.09,0.02,-0.14,-0.1,-0.15,-0.23,0.39,-0.25,0.47,-0.33,0.09,0.06,-0.33,0.06,0.01,-0.12,0.04,-0.28,0.24,-0.18,0.58,-0.33,-0.03,0.2,0.06,0.24,1.08,0.62,0.75,0.15,-0.05,0,-0.18,-0.28,-0.09,-0.96,-0.18,0.09,0.04,-0.09,-0.38,-0.43,-0.09,0.08,-0.24,-0.04,0.16,-0.03,0.06,0.11,0.45,0.13,0.22,-0.06,-0.33,-0.49,-0.03
"YHR045W",-0.32,-0.06,0.1,0.26,0.2,0.49,0.24,-0.19,0.08,-0.48,0.06,0.21,0.26,,-0.35,0.33,0.02,-0.32,0.44,-0.39,-0.41,-0.19,0.21,0.16,-0.01,-0.11,-0.21,0.14,-0.11,0.16,0.22,0.12,-0.08,-0.14,0.02,-0.04,-0.18,0.06,0.03,-0.06,0.14,-0.04,0.19,0.02,-0.2,-0.29,-0.73,-0.37,0,-0.02,-0.47,-0.16,-0.25,-0.12,0.41,0.26,0.27,0.39,0.29,0.26,,0.26,-0.01,-0.04,-0.22,0.11,0.31,0.38,0.05,0.46,-0.04,-0.41,0.16,-0.11,-0.04,-0.55,-0.06
"YHR046C",-0.18,-1.25,-0.27,-0.38,0.01,0.18,-0.18,0.08,-0.26,0.25,-0.2,0.19,0.14,0.22,-0.01,0.06,-0.01,-0.3,-0.35,-0.06,0.14,0.08,-0.52,,-0.06,0.03,0.09,-0.69,0.58,-0.35,0.73,-0.25,-0.11,0.21,0.56,0.18,0.65,-0.54,0.02,-0.71,0.64,0.32,0.69,-1.31,0.67,-0.79,0.37,0.31,0.07,-0.14,-0.69,-0.1,0.21,0.05,0.24,-0.16,-0.18,-0.09,0.16,-0.1,0.05,,,-0.72,0.26,0.67,0.22,0.44,0.18,-0.02,-0.25,,-0.06,0.12,-0.48,-0.45,0.09
"YHR047C",0.19,0.24,-0.06,-0.56,-0.08,0.13,-0.14,-0.14,-0.15,-0.23,-0.19,-0.05,0.14,-0.03,0.51,0.17,0.05,-0.07,0.07,0.29,-0.37,0.08,-0.21,-0.32,-0.51,-0.17,-0.34,-0.13,-0.64,0.33,0.36,0.39,0.12,0.27,0.21,0.49,-0.19,-0.09,-0.41,-0.02,0.36,0.24,-0.34,0.37,0.08,0.17,-0.59,-0.42,-0.28,-0.21,0.03,0.03,-0.03,-0.07,0.25,0.11,0.25,0.15,0.11,,0.32,0.18,0.16,-0.43,-0.09,-0.29,-0.08,-0.3,-0.3,-0.09,0.18,0.2,0.49,-0.01,0.38,0.32,0.02
"YHR048W",0.4,-1.12,-0.29,-0.15,0.1,0.43,-0.21,-0.01,0.13,-0.23,0.15,0.01,0.15,-0.06,-0.05,-0.08,0.38,0.15,0.1,-0.29,-0.35,-0.33,0.05,0.56,0.11,0.06,0.36,0.1,0.3,0.02,0.18,0.26,-0.07,0.15,-0.27,-0.21,-0.17,0.15,0.21,-0.17,-0.17,-0.85,0,0.11,-0.29,-0.42,0.69,1.05,0.72,0.65,-0.08,0.1,0.1,-0.16,-0.12,-0.37,-0.57,-0.37,-0.8,-0.2,-0.2,-0.04,-0.37,0.01,-0.13,0.08,0.23,0.03,0.14,0.43,-0.09,0,-0.2,-0.15,-0.02,-0.49,0.14
"YHR049C-A",-0.29,,,-0.34,,,,,,,,,,,,,,,,,,,0.26,0.18,-0.22,0.1,-0.02,-0.02,-0.42,-0.03,-0.21,0.3,-0.1,0.38,-0.39,0.09,-0.25,-0.1,0.13,0.12,-0.18,-0.09,0.28,-0.02,0.06,0.13,-0.21,-0.14,0.32,0.04,-0.39,-0.43,-0.35,-0.87,0.09,0.45,0.23,0.1,-0.68,0.37,,0.81,0.66,,,,,,,,,,,,,,
"YHR049W",-0.6,-0.81,0.21,-0.47,0.48,0.79,0.39,0.39,0,0.08,-0.29,0.03,-0.29,-0.44,-0.19,-0.42,-0.04,-0.13,0.01,-0.07,-0.31,,0.17,-0.02,-0.33,-0.22,-0.51,-0.11,-0.21,0.17,-0.13,0.35,-0.3,0.32,-0.43,0.38,-0.58,0.39,-0.39,0.58,-0.07,0.17,-1.25,0.8,0.51,0.72,0.12,0.61,0.19,-0.04,-0.31,-0.11,-0.34,-0.2,0.19,-0.15,0,-0.18,-0.31,0,,0.22,0.31,-0.62,-0.62,-0.05,0.31,0.53,0.67,0.36,0.39,-0.2,0.01,0.05,-0.2,-0.35,-0.3
"YHR050W",1.01,0.58,-0.49,-0.49,-1.02,-0.32,0.01,0.52,0.12,0.15,-0.22,,-0.15,0.33,0.22,0.46,0.36,-0.16,-0.04,0.03,-0.32,0.04,-0.47,-0.21,-0.02,-0.24,0.2,-0.34,0.22,-0.12,0.56,-0.04,0.3,0.24,0.53,0.03,0.66,-0.37,0.14,-0.23,0.75,-0.31,0.7,-0.52,-0.7,-0.77,-0.58,-0.8,0.54,0.41,0.16,-0.06,-0.19,-0.21,-0.09,0.43,0.39,0.18,0.1,,-0.11,-0.17,0,-0.37,0.24,-0.3,-0.44,-0.71,-0.33,-0.24,0.49,0.18,0.3,0.24,0.39,0.17,0.37
"YHR051W",-1.32,-0.71,0.16,-0.07,0.05,0.32,0.39,0.4,-0.11,-0.1,-0.37,0.12,-0.1,-0.28,0.11,-0.13,0.05,-0.18,0.03,-0.05,-0.21,0.03,-1.44,-1.5,-0.87,0.02,0.24,0.32,0.34,0.52,0.55,0.29,0.06,0.11,0.11,0.34,-0.19,0.05,-0.11,0.48,0.18,0.16,-0.62,0.34,0.22,0.43,-0.15,-0.48,-0.55,-0.41,-0.56,-0.3,0.06,0.09,0.1,0.49,0.39,0.04,-0.06,,0.42,0.33,0.6,0.48,-0.35,0.38,0.31,-0.09,0.11,-0.02,-0.07,-0.06,-0.1,0.03,0.02,-0.38,-0.26
"YHR052W",-0.81,-0.54,-0.23,-2.47,0.13,-1,-0.39,-0.44,-0.27,0.06,-0.01,,0.41,0.55,0.41,0.22,0.23,-0.09,-0.29,0.31,-0.13,0.28,0.99,1.21,0.65,-0.01,-0.36,-0.04,0.23,0,-0.37,-0.36,-0.17,-0.14,-0.6,-0.1,-0.07,0.21,-0.45,0.03,-0.25,0.32,-0.19,0.09,-0.47,-0.14,-0.47,0.17,0.39,0.21,0.12,-0.09,0.23,0.24,-0.15,0.21,-0.1,-0.35,-0.32,-0.15,,0,0.08,-1.16,0.45,-0.06,0.64,0.89,0.63,0.07,0.08,-0.21,0.19,-0.02,-0.74,-0.57,-0.19
"YHR053C",-0.2,-0.17,1.09,-0.42,0.21,0.21,0.16,0.12,-0.04,-0.08,-0.26,0.04,-0.12,-0.26,0.08,-0.06,0.34,0.08,0.42,0.12,-0.44,-0.52,-1.41,-0.32,-0.1,-1.03,-0.84,-0.98,-0.64,-0.71,-0.87,0.44,0.32,0.53,-0.04,0.29,-0.03,0.85,-0.2,0.66,-0.7,0.2,-0.24,1.67,1.38,1.78,-0.04,-0.3,0.06,0.19,0.07,-0.21,0.04,0.03,-0.55,0.95,,-0.21,-0.26,-0.2,-0.05,0.13,0.37,4.38,2.2,-0.02,-0.26,-0.79,-0.79,-0.91,-0.73,-0.73,-0.76,-0.71,-0.46,-0.09,-0.32
"YHR054C",-0.23,-0.23,0.21,-0.14,-0.6,,-0.46,0.12,-0.33,0.55,-0.15,0.29,-0.03,0.31,-0.17,0.01,-0.05,-0.05,-0.09,0.1,0.23,0.32,-0.43,-0.39,-0.54,-0.37,-0.2,-0.48,-0.09,-0.49,-1.26,-0.03,0,-0.17,-0.24,-0.27,0.71,0.44,0.37,0.24,-0.43,-0.38,1.36,1.58,0.6,0.49,0.32,0.03,0.05,-0.5,-0.26,-0.14,-0.43,-0.37,0.11,-0.28,0.13,0.37,0.41,0.27,,0.04,0.23,0.64,0.68,-0.5,0.28,0.35,0.16,-0.06,-0.21,-0.5,-0.37,0.23,-0.42,-0.22,-0.06
"YHR055C",-0.07,0.11,0.76,-0.36,0.19,0.28,0.15,0.17,0,,-0.38,0.02,-0.14,-0.56,0.1,,0.36,0.21,0.35,0.08,-0.33,-0.5,-1.32,-0.39,-0.19,-0.82,-0.85,-0.97,-0.64,-0.59,-1.03,0.57,0.21,0.61,-0.13,0.24,-0.17,1.01,-0.12,0.75,-0.82,0.16,-0.27,1.65,1.36,1.76,-0.04,-0.31,0.17,-0.13,0.08,-0.11,-0.25,-0.38,-0.6,0.77,,0.05,0.02,0.11,-0.16,0.27,0.51,4.3,2.28,-0.1,-0.3,-0.83,-0.89,-0.71,-0.71,-0.77,-0.86,-0.66,-0.46,0.02,-0.3
"YHR056C",0.03,-0.51,0.18,-0.43,-0.43,-0.12,-0.19,-0.35,-0.32,0.04,-0.12,-0.06,0.15,0.22,0.22,0.2,0,0.04,0.1,0.3,-0.12,0.44,-0.55,-0.32,-0.25,-0.09,0.1,-0.19,0.04,-0.19,-0.14,-0.16,-0.05,0,0.36,0.18,0.69,0,0.25,-0.05,0.62,-0.44,0.64,-0.03,-0.28,-0.17,-0.07,-0.21,-0.54,-0.19,0.42,0.68,0.52,0.47,-0.02,0.09,-0.52,0.3,-0.04,-0.32,0.21,-0.49,-0.29,0.28,-0.05,0.16,0.16,-0.15,0,-0.22,0.12,-0.22,0,-0.13,0.05,-0.05,0.06
"YHR057C",-0.42,-0.71,0.16,-0.4,-0.1,0.29,0.15,0.15,0.03,-0.03,0,0.17,0.2,-0.05,0.14,-0.11,0.16,-0.14,-0.1,-0.13,-0.33,-0.31,-0.2,-0.12,-0.13,-0.17,-0.45,0.01,-0.1,0.27,0.12,0.35,-0.22,0.46,-0.04,0.32,-0.53,0.08,-0.43,0.31,-0.25,-0.13,-0.22,0.37,0.24,0.46,0.03,0.06,0.05,-0.11,-0.09,0.07,0.08,-0.04,0.07,0.12,-0.07,0.06,-0.14,,0.06,-0.02,-0.14,-0.05,0.23,0.15,-0.14,-0.15,-0.21,0.14,0.03,-0.21,-0.17,0.03,0.14,0.09,0.15
"YHR058C",-0.49,-0.76,-0.3,0.1,0.04,-0.41,0.01,-0.04,0.06,-0.12,0.28,-0.14,0.18,0.01,-0.16,0.24,0.06,-0.19,-0.04,0.09,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,0.21,-0.3,-0.23,-0.33,0.08,0.26,0.41,0.23,0.16,-0.5,-0.13,-0.05,0.18,0.09,-0.08,,,-0.33,-0.33,-0.21,-0.09,-0.09,-0.07,-0.09,0.35,0.44,0.3,-0.11,0.06,-0.09,0.26
"YHR059W",0.2,-0.45,-0.29,-0.43,0.27,-0.11,-0.12,0.01,0.16,0.25,0.36,0.18,0.03,-0.24,-0.19,-0.17,0.12,-0.26,-0.09,-0.11,0.05,-0.14,-0.31,-0.35,-0.26,-0.37,-0.1,0.14,-0.03,0.3,-0.35,0.37,-0.38,0.38,-0.51,-0.79,-0.29,0.39,0.01,-0.1,-0.27,0.62,-0.19,0.69,0.48,0.93,0.13,0.25,0.04,-0.4,-0.39,0.01,0.29,-0.05,0.21,-0.22,0.23,0.14,-0.14,0.07,,0.05,-0.2,0.12,-0.3,0.02,,0.38,-0.34,0.05,0.18,-0.03,-0.26,0.22,0,-0.07,0.03
"YHR060W",-0.2,-0.42,0,0.01,0.26,-0.17,-0.15,0.04,-0.08,-0.02,0.25,-0.23,-0.11,0.09,-0.17,0.17,0.04,-0.09,0.04,0.01,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.23,0.14,-0.13,-0.34,-0.2,0,-0.23,0.04,0.22,0.03,0.03,-0.51,,0.28,0.16,0.13,0.35,-0.3,0.04,-0.24,-0.01,0.14,-0.08,0.09,0.04,-0.03,0.32,0.01,-0.18,-0.16
"YHR061C",0.79,0.41,-0.47,-0.47,-0.29,-0.27,0.03,0.13,0.34,0.27,0.48,0.19,-0.42,-0.35,-0.42,-0.07,0.3,-0.05,0.27,0.05,0.22,-0.42,-0.74,0.29,0.71,0.99,0.92,0.43,-0.12,-1.09,-0.96,-0.15,0.11,0.81,0.54,0.4,0.82,0.61,0.61,-0.09,0.03,-0.83,-0.74,-0.7,-1.21,-0.63,-0.1,-0.72,0.03,0.28,0.54,0.85,0.43,-0.57,-0.44,-0.82,0.12,0.36,0.45,0.54,0.56,-0.1,-1.44,-0.49,-0.46,0.01,-0.7,0.13,0.05,0.56,0.49,0.33,0.1,0.3,0.22,-0.28,-0.26
"YHR062C",-0.62,-0.42,-0.15,-0.22,0.1,,-0.27,-0.33,0.31,-0.12,0.52,-0.43,0.19,0.14,-0.21,0.04,0.22,-0.21,-0.06,0.02,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,0.5,0.01,-0.26,0.19,0.38,0.23,0.21,0.26,-0.52,0.01,0.01,-0.1,-0.15,,-0.13,-0.21,-0.64,-0.47,-0.16,-0.13,0.3,0.47,0.16,0.46,0.29,0.2,0.06,-0.26,-0.28,-0.01
"YHR063C",0.23,0.88,-0.07,-0.29,0.07,-0.06,0.12,0.08,0.21,0.06,0.37,0.19,0.04,-0.38,-0.26,-0.27,0.07,-0.31,0.16,-0.19,0.29,-0.2,-0.26,-0.31,0.27,0.32,0.02,0.35,-0.32,0.14,-0.54,-0.06,-0.67,0.36,-0.36,0.23,-0.18,0.37,0.02,0.2,-0.18,0.15,-0.54,0.21,0.26,0.51,-0.55,-0.44,-0.16,-0.02,0.1,-0.03,0.24,0.14,-0.2,0.33,0.01,-0.1,-0.04,0.14,,0.23,0.34,-0.33,0.04,0.13,-0.19,0.22,0.04,0.27,0.1,-0.08,-0.17,0.39,-0.03,-0.17,-0.21
"YHR064C",-0.58,0.01,0.08,-0.12,0.18,-0.37,-0.14,-0.11,-0.03,-0.14,0.1,-0.2,0.02,0.23,-0.13,0.24,0.07,-0.04,0.11,0.16,-0.11,0.17,,,,,,,,,,,,-0.1,0.1,,,,,,,,,,,,-0.33,0,0.33,0.41,-0.09,-0.31,0,-0.01,-0.07,0.37,0.15,-0.11,0,-0.2,,-0.12,-0.03,-1.17,-0.6,-0.12,0.01,0.24,0.58,0.24,0.35,0.01,0.35,0.06,0.12,-0.14,0.06
"YHR065C",-0.43,-0.6,-0.15,-0.45,0.38,-0.49,-0.3,-0.3,0.03,-0.19,0.4,0.1,0.27,-0.08,0.05,0.01,0.13,-0.13,0,-0.1,0.26,-0.04,0.85,0.6,0.29,0.14,-0.26,0.17,-0.09,0.17,-0.55,0.28,-0.55,-0.03,-0.78,-0.22,-0.18,0.14,-0.06,-0.04,-0.42,0.39,-0.01,0.24,-0.09,0,-0.51,0.23,0.05,0.14,-0.05,0.11,0.44,0.42,0.15,-0.19,0.09,-0.21,-0.09,-0.09,,-0.28,-0.21,-0.84,0.02,-0.22,0.14,0.44,0.34,-0.02,0.28,0.09,0.11,-0.09,0.02,-0.04,-0.22
"YHR066W",-0.6,-0.22,-0.07,0.04,0.28,-1.15,-0.59,-0.34,0.18,-0.21,0.27,0.07,0.37,0.24,0.09,0.2,0.26,-0.23,-0.1,0.14,0.27,0.26,,,,,,,1.26,,,,,-1.26,,0,,,,,,,,,,,-0.44,0.15,0.02,0.25,0.06,-0.04,0.49,0.47,0.03,0.07,0.02,-0.3,-0.37,,0.18,-0.22,-0.36,-0.63,-0.46,-0.33,0.25,0.6,0.46,-0.08,0.12,0.07,0.3,0.02,-0.21,-0.25,0.13
"YHR067W",-0.07,-0.49,-0.22,-0.27,0.14,0.05,0.44,0.3,0.05,-0.09,0.22,0.08,0.03,-0.14,-0.14,-0.11,0.16,-0.2,-0.3,-0.22,-0.14,-0.12,0.36,0.5,0.16,-0.19,-0.08,-0.39,-0.28,-0.15,-0.08,0.6,-0.1,0.39,-0.44,-0.28,-0.1,-0.19,0,-0.32,-0.1,-0.04,0.33,0.17,0.03,0.21,0.87,0.12,-0.14,-0.5,-0.8,-0.3,-0.78,-0.6,0.01,-0.23,0.41,0.51,0.57,0.37,0.01,0.05,0.44,0.06,0.37,-1.59,0.08,0.15,-0.74,0.06,0.06,0.24,0.02,0.44,0.23,0.28,0.34
"YHR068W",-0.27,0.08,-0.42,-0.15,0.37,-0.05,0.03,-0.11,0.08,-0.2,0.25,0,0.22,0.02,0,-0.08,0.18,-0.32,0.26,-0.13,-0.45,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,-0.18,0.23,-0.19,-0.42,-0.12,-0.34,-0.34,-0.06,0.33,0.13,0.18,0.31,,0.23,0.31,0.36,-0.85,-0.69,-0.13,-0.24,0.56,0.42,0.09,0.34,0.05,0.23,0.42,-0.03,-0.2,0.02
"YHR069C",-0.43,-0.09,0.03,-0.18,0.33,-0.59,-0.29,-0.16,0.12,-0.13,0.47,0.15,0.15,-0.11,-0.11,-0.15,0.17,-0.09,0.04,-0.03,0.38,-0.15,0.78,0.5,0.26,0.21,-0.25,0.19,-0.27,0.27,-0.41,0.39,-0.48,0.25,-0.7,-0.01,-0.48,0.4,-0.15,0.24,-0.28,-0.14,-0.62,0.1,0.08,0.14,-0.47,0.35,0.17,0.21,-0.49,0.43,-0.17,0.12,0.22,-0.19,-0.41,-0.14,0.53,-0.21,,-0.03,0.05,-0.27,0.18,-0.14,0.04,0.39,0.17,0.06,0.24,-0.19,-0.05,0.03,-0.16,-0.14,-0.16
"YHR070W",-0.23,-0.54,-0.27,-0.3,-0.02,-0.23,-0.56,-0.26,-0.15,-0.01,-0.04,0.1,0.31,0.39,0.27,0.21,0.22,-0.39,-0.02,0.18,-0.26,0.28,0.45,0.14,-0.2,0,-0.06,0.12,0.02,0.07,-0.28,0.11,-0.16,0.16,0,0,0.18,0.18,0.43,0.11,-0.17,-0.02,0.28,-0.35,-0.57,-0.45,0.15,0.26,0.3,-0.02,0.11,0.12,0.14,0.07,-0.06,-0.55,-0.39,-0.29,0.37,0.06,,-0.15,-0.11,-0.94,-0.27,0.25,0.06,0.16,0.15,-0.05,0.32,-0.14,0.45,-0.09,-0.19,-0.14,0.43
"YHR071W",-0.27,-0.15,0.04,-0.71,-0.32,0.38,0.86,1.06,0.52,0.28,0.15,0.07,0.08,-0.56,-0.22,-0.45,-0.14,-0.32,-0.11,-0.13,-0.73,-0.43,0.03,-0.32,-0.19,0.09,0.33,-0.03,-0.02,-0.37,-0.16,-0.25,-0.47,-0.11,0.29,0.6,0.26,0.02,0.09,0.04,0.04,-0.48,-0.27,-0.17,0.23,0.79,-0.21,0.04,0.3,-0.16,0.05,-0.08,-0.15,-0.25,-0.46,0.25,-0.37,-0.27,0.17,0.35,,0.4,0.38,0.52,0.13,0.14,0.27,0.34,0.02,0.04,-0.25,-0.33,-0.37,-0.29,-0.06,-0.23,0.05
"YHR072W",-0.34,-0.07,0.01,0.1,-0.18,-0.2,-0.43,-0.11,-0.2,0.32,0.22,0.03,0.27,0.21,0.12,0.12,0.01,-0.13,0.04,0.18,-0.43,0.14,-0.31,-0.37,-0.31,0.14,0.42,0.31,0.37,0.35,-0.52,0.11,0.01,0.1,0.16,0.1,0.39,0.07,0,-0.12,0.38,0,0.26,-0.57,-0.59,-0.37,-0.49,-0.54,-0.14,-0.18,-0.19,-0.01,0.18,0.06,0.12,0.3,0.19,0.09,0.01,,0.18,0.2,0.23,-1.23,0.18,0.41,0.12,0.21,0.36,0.05,-0.02,0.05,0.04,-0.03,-0.34,-0.07,0.27
"YHR073W",0.46,0.08,-0.22,-0.45,-0.03,0.12,-0.25,0.12,-0.59,0.2,-0.15,0.34,0.08,-0.05,0,0.05,0.03,-0.1,-0.08,0.17,0.02,0.12,0.36,0.35,-0.06,0.33,0.02,-0.07,-0.42,0.13,-0.04,-0.23,-0.14,0.1,-0.16,0.07,-0.14,0.04,-0.34,-0.14,0.26,0.48,-0.09,0.02,-0.25,-0.1,-0.13,0.26,-0.09,-0.33,-0.45,0.08,0.29,-0.17,0.27,-0.24,0.13,0.11,0.05,0.04,0.19,,,0.31,-0.18,-0.05,0.13,0.05,0.13,0.15,0.27,-0.13,-0.15,0.04,-0.1,-0.36,-0.1
"YHR074W",0,-0.17,-0.32,0.34,-0.16,0.22,-0.01,0.09,-0.26,,-0.08,-0.11,0.04,0.28,0.08,0.17,-0.1,-0.33,0.02,0.05,,0.09,-0.77,-0.63,-0.44,0.03,0.44,-0.06,0.2,-0.03,0.55,-0.14,0.11,0.09,0.38,0.02,-0.09,-0.09,0,-0.14,0.75,0,0.64,-0.29,-0.31,-0.24,0.05,-0.29,-0.72,-0.36,0.28,0.33,0.15,0.01,0.18,0.14,0.18,0.03,-0.48,0.14,,0.13,0.23,0.18,0.02,0.07,-0.24,-0.32,-0.14,-0.41,0.14,0.07,0.21,-0.06,0.11,-0.03,0.4
"YHR075C",-0.67,-0.4,0.18,0.48,0.16,-0.04,0.07,0.37,-0.13,-0.13,-0.1,-0.26,-0.06,0.34,0.08,-0.02,0.44,-0.26,-0.17,-0.13,0.01,-0.17,,-0.08,-0.2,0.29,-0.08,-0.31,1.25,-0.02,-0.2,-0.15,0.12,0.12,0.18,-0.54,0,-0.36,-0.68,-0.28,0.02,-0.31,0.6,0.28,0.01,0.31,1.1,0.22,-0.03,0.03,-0.52,-0.52,-0.34,-0.26,0.74,-0.18,0.66,0.43,-0.73,-0.52,-0.1,0.03,-0.03,0.28,-0.23,-0.17,0.05,-0.11,-0.19,-0.15,-0.05,0.14,-0.17,-0.11,0.15,0.12,0.45
"YHR076W",0.34,0.26,0.26,-0.92,-0.1,-0.12,-0.16,0.07,-0.05,1.12,0.26,0.07,0,-0.14,-0.39,-0.21,0.07,-0.37,0.03,0.01,0.06,-0.17,-0.17,-0.3,0.08,0.28,0.11,0.21,0.11,0.06,-0.1,0.05,-0.26,0.27,-0.34,0.24,-0.23,0.32,-0.1,0.06,-0.41,-0.21,-0.39,0.32,-0.04,0.44,-0.43,-0.39,-0.32,0.22,-0.16,-0.11,0.11,-0.09,-0.01,-0.06,0.25,0.2,0.36,0.3,,0.04,0.1,0.02,-0.23,-0.19,0.23,-0.25,-0.25,0.23,0.07,0.13,-0.5,0.28,0.08,0.28,0.1
"YHR077C",-0.29,-0.64,-0.29,0.28,0.1,-0.03,-0.39,0.19,-0.26,-0.01,0.04,0.1,-0.11,0.42,-0.09,0.07,-0.18,-0.06,-0.26,0.13,0.01,0.32,-0.18,0.2,0.18,0.26,-0.02,0.13,0.22,0.18,-0.32,-0.08,-0.1,-0.21,-0.23,0.06,-0.1,0.26,-0.67,0.08,0,0.23,-0.1,0.28,-0.08,0,-0.09,0.04,-0.01,0.26,0.14,0.13,0.33,0.21,-0.03,-0.22,0.03,-0.34,0.02,,-0.02,-0.34,-0.09,0.08,0.05,-0.55,0.33,0.58,0.27,0.08,-0.01,-0.14,-0.07,0.24,-0.44,-0.53,0.11
"YHR078W",0.15,-0.27,-0.29,-0.03,0.15,0.04,0.01,-0.14,-0.1,-0.03,0.11,-0.18,0.01,-0.02,0,0.03,0.24,0,0.12,-0.18,0.07,-0.13,-0.05,-0.21,-0.19,-0.09,0.3,0.06,0.47,0.04,0.51,0.04,-0.19,0.1,0.32,-0.03,0.18,-0.05,0.21,-0.18,0.1,-0.86,-0.03,-0.06,-0.19,-0.19,0.24,-0.2,-0.23,-0.36,-0.28,-0.11,0.1,0.25,0.09,-0.09,0.22,-0.12,0.29,-0.05,,-0.16,0.41,0.17,0.23,0.27,0.51,0.26,0.17,0.23,-0.1,-0.08,-1.79,0.18,-0.03,-0.16,0.14
