FBgn	Chr	Start	Stop	Strand
FBgn0039055	3R	18939734	18943673	-
FBgn0039056	3R	18944125	18949941	+
FBgn0051365	3R	18949676	18952139	-
FBgn0051457	3R	18952226	18953706	-
FBgn0004644	3R	18953425	18967881	-
FBgn0004395	3R	18977275	18983592	-
FBgn0039058	3R	18983739	18985038	-
FBgn0039059	3R	18986353	18987040	-
FBgn0039060	3R	18995826	18996206	+
FBgn0039061	3R	19008642	19011281	+
FBgn0000338	3R	19011300	19047683	-
FBgn0011596	3R	19027358	19029756	-
FBgn0040590	3R	19047886	19052430	-
FBgn0039064	3R	19055783	19065771	-
FBgn0040591	3R	19068046	19068249	+
FBgn0040592	3R	19070362	19071100	-
FBgn0039065	3R	19075165	19077199	-
FBgn0039066	3R	19077266	19080804	+
FBgn0039067	3R	19080792	19083779	-
FBgn0039068	3R	19084091	19086324	+
FBgn0004882	3R	19090364	19106571	-
FBgn0025781	3R	19106955	19109845	+
FBgn0039069	3R	19109724	19111759	+
FBgn0039070	3R	19111808	19113773	-
FBgn0039071	3R	19113935	19115911	-
FBgn0003118	3R	19116826	19171884	-
FBgn0020756	3R	19173913	19180890	+
FBgn0016119	3R	19180973	19181782	-
FBgn0024509	3R	19182290	19184254	+
FBgn0002622	3R	19184525	19185697	+
FBgn0039073	3R	19187611	19189760	-
FBgn0039074	3R	19198646	19199766	+
FBgn0039075	3R	19203311	19208255	-
FBgn0051515	3R	19214147	19214593	-
FBgn0039076	3R	19227494	19233206	+
FBgn0039077	3R	19228333	19229401	-
FBgn0039078	3R	19233977	19238329	-
FBgn0051225	3R	19307689	19309263	+
FBgn0039079	3R	19310125	19311222	+
FBgn0039080	3R	19313457	19314902	+
FBgn0039081	3R	19339690	19345167	-
FBgn0039083	3R	19345866	19347305	-
FBgn0039084	3R	19348423	19356704	-
FBgn0039085	3R	19358767	19360445	-
FBgn0039086	3R	19360795	19362407	-
FBgn0039087	3R	19362761	19364443	-
FBgn0039088	3R	19380219	19382497	-
FBgn0039089	3R	19383163	19405286	+
FBgn0039091	3R	19412929	19415537	-
FBgn0053337	3R	19415863	19418491	-
FBgn0039092	3R	19419347	19421995	-
FBgn0039093	3R	19422283	19424756	-
FBgn0051143	3R	19427055	19427177	-
FBgn0039094	3R	19428224	19431209	-
FBgn0051145	3R	19432458	19495378	-
FBgn0039098	3R	19503080	19504145	+
FBgn0039099	3R	19504613	19505604	+
FBgn0040227	3R	19505767	19508049	+
FBgn0039101	3R	19508225	19509606	+
FBgn0042106	3R	19510106	19511598	+
FBgn0039102	3R	19511992	19513873	+
FBgn0039103	3R	19514099	19514596	-
FBgn0027512	3R	19514727	19520705	-
FBgn0039104	3R	19520936	19522000	-
FBgn0043005	3R	19522444	19524602	-
FBgn0047351	3R	19525543	19526076	-
FBgn0051148	3R	19526360	19528324	+
FBgn0051413	3R	19528512	19530197	+
FBgn0051414	3R	19530622	19533633	+
FBgn0039106	3R	19535739	19536981	+
FBgn0039107	3R	19537251	19539036	+
FBgn0002922	3R	19538534	19544079	-
FBgn0039108	3R	19545198	19546170	-
FBgn0039109	3R	19549086	19557227	+
FBgn0065098	3R	19555784	19556012	-
FBgn0028691	3R	19557225	19559184	-
FBgn0001205	3R	19559046	19576868	+
FBgn0039110	3R	19576652	19578552	-
FBgn0028684	3R	19578600	19580348	+
FBgn0028475	3R	19580343	19583860	-
FBgn0039111	3R	19584063	19585332	+
FBgn0039112	3R	19585207	19586318	-
FBgn0039113	3R	19586459	19588977	-
FBgn0039114	3R	19589579	19592388	+
FBgn0039115	3R	19592241	19593174	-
FBgn0039116	3R	19593434	19594704	+
FBgn0039117	3R	19594121	19598529	-
FBgn0039118	3R	19598715	19599845	-
FBgn0039120	3R	19599950	19607366	-
FBgn0015513	3R	19607508	19627396	+
FBgn0053111	3R	19627422	19644954	-
FBgn0039122	3R	19635550	19644364	-
FBgn0004187	3R	19652056	19652219	+
FBgn0004186	3R	19653592	19653755	+
FBgn0039123	3R	19671128	19675071	+
FBgn0004185	3R	19685189	19685352	-
FBgn0025574	3R	19685876	19715797	-
FBgn0013347	3R	19716109	19716778	-
FBgn0039124	3R	19717406	19719105	-
FBgn0016754	3R	19719889	19748695	-
FBgn0051141	3R	19749226	19749920	+
FBgn0039125	3R	19750125	19752161	+
FBgn0039126	3R	19752094	19753354	-
FBgn0039127	3R	19753450	19754722	-
FBgn0047114	3R	19754972	19755712	+
FBgn0015282	3R	19755556	19757247	-
FBgn0039128	3R	19757365	19758451	+
FBgn0039129	3R	19758446	19759252	-
FBgn0039130	3R	19759637	19761686	+
FBgn0001098	3R	19761674	19768824	-
FBgn0039131	3R	19769350	19774141	-
FBgn0005674	3R	19777852	19784117	-
FBgn0039132	3R	19784376	19788277	+
FBgn0051140	3R	19788906	19808972	+
FBgn0051451	3R	19809068	19810292	+
FBgn0039135	3R	19810935	19812291	-
FBgn0039136	3R	19812362	19814469	+
FBgn0039137	3R	19814523	19818638	-
FBgn0015795	3R	19818732	19821266	+
FBgn0053108	3R	19821393	19823265	+
FBgn0051184	3R	19822141	19822751	+
FBgn0020647	3R	19824159	19857532	-
FBgn0039139	3R	19857914	19859875	+
FBgn0039140	3R	19860083	19863644	-
FBgn0039141	3R	19863940	19868376	+
FBgn0005649	3R	19868924	19873987	-
FBgn0043455	3R	19873512	19874891	+
FBgn0010709	3R	19874893	19876735	-
FBgn0026576	3R	19876511	19879314	+
FBgn0039145	3R	19880140	19880822	+
FBgn0001230	3R	19880802	19883029	-
FBgn0040283	3R	19884024	19888538	+
FBgn0053100	3R	19889511	19934671	-
FBgn0013343	3R	19929083	19931465	-
FBgn0039147	3R	19933113	19934068	+
FBgn0039149	3R	19935103	19935732	+
FBgn0039150	3R	19935665	19938124	-
FBgn0053536	3R	19938686	19938769	+
FBgn0039151	3R	19939765	19941867	-
FBgn0039152	3R	19946025	19953917	+
FBgn0039153	3R	19953773	19955976	-
FBgn0026317	3R	19956032	19960376	+
FBgn0027103	3R	19960555	19963198	+
FBgn0039154	3R	19963617	19966662	+
FBgn0039155	3R	19967162	19973213	+
FBgn0051133	3R	19973157	19974645	-
FBgn0046322	3R	19974834	19975904	-
FBgn0015765	3R	19976133	19977996	-
FBgn0039156	3R	19978036	19980618	+
FBgn0039157	3R	19980549	19987217	-
FBgn0039158	3R	19987512	19988939	+
FBgn0039159	3R	19988529	19989246	-
FBgn0026598	3R	19989690	19994041	+
FBgn0039160	3R	19993395	19995283	-
FBgn0039161	3R	19998353	20007141	+
FBgn0029503	3R	20012087	20013515	+
FBgn0039163	3R	20013444	20014663	-
FBgn0039164	3R	20014870	20019145	-
FBgn0039165	3R	20019588	20022609	+
FBgn0011725	3R	20023310	20047687	-
FBgn0039167	3R	20040345	20044438	-
FBgn0026257	3R	20046864	20049254	+
FBgn0039169	3R	20049167	20052659	-
FBgn0039170	3R	20052846	20053940	+
FBgn0039172	3R	20054044	20055751	-
FBgn0002863	3R	20054378	20055378	+
FBgn0043884	3R	20057446	20075970	+
FBgn0039175	3R	20076174	20078380	-
FBgn0011225	3R	20078574	20096953	-
FBgn0051130	3R	20090981	20091064	+
FBgn0029146	3R	20098753	20101013	+
FBgn0019952	3R	20101982	20104515	+
FBgn0039177	3R	20105294	20107299	+
FBgn0039178	3R	20109856	20114343	+
FBgn0039179	3R	20115897	20117973	+
FBgn0039180	3R	20119149	20120092	-
FBgn0000368	3R	20121138	20140165	+
FBgn0028471	3R	20140370	20144142	-
FBgn0011785	3R	20144741	20154348	+
FBgn0039182	3R	20154175	20159036	-
FBgn0039183	3R	20159145	20162971	+
FBgn0039184	3R	20162644	20165919	+
FBgn0011581	3R	20167275	20169407	+
FBgn0039186	3R	20171507	20174509	-
FBgn0039187	3R	20174913	20181960	+
FBgn0039188	3R	20181790	20183645	-
FBgn0039189	3R	20183815	20185848	-
FBgn0039190	3R	20186427	20187411	-
FBgn0053339	3R	20187569	20188788	+
FBgn0053340	3R	20188869	20190012	+
FBgn0039192	3R	20189803	20190702	-
FBgn0039193	3R	20191276	20191782	+
FBgn0040599	3R	20192249	20194050	-
FBgn0053341	3R	20194080	20195116	+
FBgn0039194	3R	20195290	20196453	+
FBgn0039195	3R	20196491	20198458	-
FBgn0039196	3R	20199213	20200632	-
FBgn0053342	3R	20202669	20203427	+
FBgn0039197	3R	20208635	20210770	-
FBgn0039198	3R	20211825	20216089	-
FBgn0039199	3R	20216437	20217449	+
FBgn0039200	3R	20218645	20219464	+
FBgn0000036	3R	20226948	20282651	-
FBgn0051128	3R	20295119	20296041	+
FBgn0000039	3R	20311164	20316875	+
FBgn0004118	3R	20334936	20340823	-
FBgn0039201	3R	20341317	20343759	+
FBgn0003134	3R	20343979	20347065	+
FBgn0039202	3R	20348312	20349130	-
FBgn0039203	3R	20350522	20353261	+
FBgn0039204	3R	20353798	20355537	+
FBgn0039205	3R	20355497	20356280	-
FBgn0039206	3R	20356508	20362124	+
FBgn0039207	3R	20362050	20369603	-
FBgn0039208	3R	20370441	20382275	+
FBgn0011845	3R	20381024	20381095	+
FBgn0004188	3R	20381810	20381916	+
FBgn0004189	3R	20382414	20382520	+
FBgn0004190	3R	20382937	20383043	+
FBgn0039209	3R	20385002	20408577	-
FBgn0039210	3R	20408787	20410855	-
FBgn0053343	3R	20411385	20427476	+
FBgn0051312	3R	20438463	20438930	+
FBgn0039211	3R	20441318	20449621	+
FBgn0039212	3R	20449516	20451302	-
FBgn0039213	3R	20451397	20460436	+
FBgn0046685	3R	20452796	20455810	-
FBgn0039214	3R	20462180	20475673	-
FBgn0000139	3R	20475665	20479099	+
FBgn0051125	3R	20479089	20480543	-
FBgn0039215	3R	20480884	20485101	+
FBgn0051126	3R	20485488	20485891	+
FBgn0020018	3R	20485772	20487573	-
FBgn0003429	3R	20490086	20533786	+
FBgn0051117	3R	20493447	20494097	-
FBgn0051172	3R	20496055	20496923	-
FBgn0039217	3R	20538506	20543145	+
FBgn0039218	3R	20543276	20543722	+
FBgn0039219	3R	20543657	20545084	-
FBgn0004885	3R	20545419	20574855	+
FBgn0003719	3R	20575456	20579234	+
FBgn0000140	3R	20579625	20586235	+
FBgn0015591	3R	20586252	20590780	-
FBgn0040600	3R	20595075	20595850	+
FBgn0039221	3R	20601343	20601834	+
FBgn0039222	3R	20605439	20610284	+
FBgn0039223	3R	20610458	20613142	-
FBgn0039224	3R	20614072	20615512	-
FBgn0039225	3R	20617465	20623678	+
FBgn0039226	3R	20623179	20625390	-
FBgn0039227	3R	20625691	20630977	-
FBgn0027539	3R	20631387	20639750	-
FBgn0039228	3R	20633333	20634403	+
FBgn0027617	3R	20640617	20642729	-
FBgn0039229	3R	20643191	20648095	+
FBgn0045980	3R	20648123	20651105	-
FBgn0051118	3R	20652403	20653691	-
FBgn0051357	3R	20654001	20655645	-
FBgn0039232	3R	20659676	20666217	+
FBgn0053658	3R	20666231	20666885	-
FBgn0013953	3R	20672736	20676142	+
FBgn0039233	3R	20676354	20677107	+
FBgn0039234	3R	20677309	20680731	+
FBgn0051119	3R	20680823	20681914	-
FBgn0039235	3R	20682104	20683263	-
FBgn0051105	3R	20683344	20685433	-
FBgn0039237	3R	20687373	20687884	-
FBgn0039238	3R	20688654	20689938	+
FBgn0039239	3R	20690000	20690428	-
FBgn0013949	3R	20691073	20692425	+
FBgn0015625	3R	20694075	20696617	-
FBgn0039240	3R	20697503	20702366	-
FBgn0039241	3R	20702790	20707200	+
FBgn0043799	3R	20702943	20704507	+
FBgn0051121	3R	20707180	20720327	-
FBgn0039244	3R	20720466	20723335	+
FBgn0040601	3R	20723855	20731723	-
FBgn0039246	3R	20726838	20728770	+
FBgn0051120	3R	20738990	20743564	-
FBgn0051382	3R	20740556	20740627	+
FBgn0051416	3R	20740782	20740853	-
FBgn0039249	3R	20743868	20748117	+
FBgn0039250	3R	20748168	20750883	+
FBgn0039251	3R	20751027	20752576	+
FBgn0039252	3R	20757739	20760637	+
FBgn0020626	3R	20760589	20763959	-
FBgn0029157	3R	20764425	20770654	-
FBgn0039254	3R	20770959	20773122	+
FBgn0039255	3R	20773354	20775261	+
FBgn0039256	3R	20796184	20797782	+
FBgn0051422	3R	20810681	20823886	-
FBgn0051238	3R	20836571	20837478	+
FBgn0039257	3R	20837485	20847081	+
FBgn0039258	3R	20848995	20850205	+
FBgn0039259	3R	20850193	20850727	-
FBgn0015240	3R	20850961	20855075	+
FBgn0039260	3R	20855145	20859177	-
FBgn0039261	3R	20859866	20864801	-
FBgn0051115	3R	20862666	20863566	+
FBgn0045866	3R	20865097	20866172	+
FBgn0051110	3R	20866149	20870857	-
FBgn0051107	3R	20867450	20868496	-
FBgn0039264	3R	20872071	20873256	+
FBgn0039265	3R	20873422	20875177	+
FBgn0039266	3R	20875514	20878799	+
FBgn0051109	3R	20879197	20880356	-
FBgn0051111	3R	20880860	20881819	-
FBgn0039268	3R	20882812	20889399	+
FBgn0051112	3R	20884800	20885439	-
FBgn0054037	3R	20889463	20889991	+
FBgn0039269	3R	20890134	20891318	-
FBgn0039270	3R	20891526	20892440	+
FBgn0011336	3R	20892434	20895372	-
FBgn0039271	3R	20895687	20896603	+
FBgn0039272	3R	20896853	20898434	+
FBgn0039273	3R	20898612	20899908	-
FBgn0039274	3R	20900604	20902104	+
FBgn0004897	3R	20909274	20910392	+
FBgn0004898	3R	20920831	20921655	+
FBgn0053096	3R	20923364	20925087	+
FBgn0053095	3R	20924610	20927870	+
FBgn0054027	3R	20929392	20934754	-
FBgn0039277	3R	20934945	20938238	-
FBgn0051108	3R	20938587	20948631	-
FBgn0051510	3R	20943147	20948631	-
FBgn0046214	3R	20949095	20951348	+
FBgn0039280	3R	20951354	20953068	-
FBgn0039281	3R	20953533	20956767	+
FBgn0039282	3R	20957066	20962431	+
FBgn0039283	3R	20963799	20965625	+
FBgn0039284	3R	20986627	20987601	+
FBgn0039285	3R	20995330	20998383	-
FBgn0039286	3R	21010735	21018530	+
FBgn0039287	3R	21018900	21019376	-
FBgn0039288	3R	21021282	21022057	+
FBgn0022800	3R	21023289	21034003	-
FBgn0039290	3R	21036047	21039371	+
FBgn0039291	3R	21040265	21040860	-
FBgn0051106	3R	21042021	21044424	+
FBgn0051103	3R	21045043	21046482	+
FBgn0039293	3R	21047315	21049843	+
FBgn0039294	3R	21050105	21052632	-
FBgn0039295	3R	21053528	21054135	-
FBgn0039296	3R	21059356	21061240	-
FBgn0039297	3R	21063347	21064617	+
FBgn0039298	3R	21065902	21067175	+
FBgn0039299	3R	21067780	21068984	+
FBgn0000158	3R	21068761	21070884	-
FBgn0039300	3R	21071674	21073222	-
FBgn0039301	3R	21073621	21074770	+
FBgn0039302	3R	21075316	21084457	+
FBgn0039303	3R	21084619	21086492	+
FBgn0039304	3R	21086678	21088216	-
FBgn0039305	3R	21088465	21089015	+
FBgn0027090	3R	21088988	21091443	-
FBgn0039306	3R	21091629	21093408	+
FBgn0039307	3R	21094383	21095687	+
FBgn0039308	3R	21095953	21098989	+
FBgn0039309	3R	21095953	21098989	+
FBgn0039310	3R	21099570	21100888	+
FBgn0039311	3R	21101514	21102967	-
FBgn0039312	3R	21104149	21105530	-
FBgn0039313	3R	21107270	21108964	+
FBgn0051300	3R	21109344	21110956	+
FBgn0051104	3R	21111255	21112637	+
FBgn0039315	3R	21113207	21114598	+
FBgn0039316	3R	21115599	21116962	+
FBgn0051098	3R	21117218	21118693	-
FBgn0051102	3R	21119180	21121312	-
FBgn0051097	3R	21122060	21123508	-
FBgn0051288	3R	21123715	21125222	-
FBgn0039319	3R	21126633	21128012	+
FBgn0051370	3R	21128283	21129588	+
FBgn0051436	3R	21129921	21131311	+
FBgn0039321	3R	21132128	21134109	-
FBgn0051099	3R	21135148	21136665	-
FBgn0051087	3R	21136860	21138375	-
FBgn0039323	3R	21140391	21141826	-
FBgn0039324	3R	21142343	21143807	-
FBgn0039325	3R	21144272	21145801	-
FBgn0039326	3R	21146774	21148473	-
FBgn0045761	3R	21149027	21150108	-
FBgn0039328	3R	21155246	21156924	-
FBgn0039329	3R	21157379	21161006	-
FBgn0028647	3R	21161037	21165812	+
FBgn0027376	3R	21165974	21170566	+
FBgn0039330	3R	21170578	21172634	-
FBgn0004509	3R	21173090	21298778	-
FBgn0039331	3R	21184030	21185651	+
FBgn0039332	3R	21206785	21208522	-
FBgn0051437	3R	21209438	21210307	+
FBgn0051439	3R	21223633	21226340	-
FBgn0039335	3R	21299238	21301479	+
FBgn0039336	3R	21301484	21302637	-
FBgn0039337	3R	21302725	21303467	+
FBgn0039338	3R	21303584	21308549	-
FBgn0039339	3R	21309030	21311578	+
FBgn0040212	3R	21311335	21314810	-
FBgn0039341	3R	21317212	21318985	+
FBgn0053494	3R	21319281	21320883	-
FBgn0039342	3R	21330935	21331640	+
FBgn0039343	3R	21331997	21334001	+
FBgn0011666	3R	21344045	21428143	+
FBgn0039344	3R	21407189	21408686	-
FBgn0039345	3R	21417855	21434850	-
FBgn0039348	3R	21436735	21450382	-
FBgn0039346	3R	21439527	21440040	+
FBgn0039347	3R	21444136	21446386	+
FBgn0039349	3R	21450525	21452643	-
FBgn0039350	3R	21463549	21475972	+
FBgn0067682	3R	21472282	21472303	+
FBgn0067681	3R	21477179	21477200	+
FBgn0027508	3R	21478807	21487003	-
FBgn0039352	3R	21487522	21491366	+
FBgn0039354	3R	21491531	21502938	+
FBgn0039355	3R	21502793	21504403	-
FBgn0039356	3R	21504434	21505182	+
FBgn0039357	3R	21504956	21506272	-
FBgn0039358	3R	21506540	21508886	+
FBgn0039359	3R	21509460	21510813	-
FBgn0039360	3R	21510956	21513092	-
FBgn0051092	3R	21524488	21566187	-
FBgn0066101	3R	21567070	21586044	-
FBgn0039366	3R	21599056	21600121	-
FBgn0039367	3R	21600053	21601003	-
FBgn0039368	3R	21601098	21601928	-
FBgn0039369	3R	21601998	21602920	-
FBgn0039370	3R	21602990	21604027	-
FBgn0039371	3R	21612237	21612944	-
FBgn0051380	3R	21613833	21615177	-
FBgn0051093	3R	21615541	21616193	-
FBgn0039373	3R	21636818	21637478	+
FBgn0039374	3R	21637711	21638205	+
FBgn0011273	3R	21638261	21638924	+
FBgn0039376	3R	21641201	21642296	+
FBgn0011670	3R	21655074	21655697	-
FBgn0011669	3R	21656444	21656635	-
FBgn0011668	3R	21657294	21657598	-
FBgn0039378	3R	21658233	21668287	+
FBgn0040602	3R	21676125	21677013	-
FBgn0039379	3R	21677376	21679727	+
FBgn0039380	3R	21693026	21695388	+
FBgn0027865	3R	21699256	21707162	-
FBgn0039381	3R	21707707	21713286	+
FBgn0028717	3R	21714265	21718999	+
FBgn0039385	3R	21719219	21720837	+
FBgn0039386	3R	21721602	21722816	+
FBgn0039387	3R	21723198	21725313	+
FBgn0051091	3R	21726290	21727711	+
FBgn0051089	3R	21728419	21729812	+
FBgn0051090	3R	21732754	21742693	+
FBgn0039390	3R	21736434	21738195	+
FBgn0039391	3R	21738943	21740225	+
FBgn0039393	3R	21743186	21744095	+
FBgn0039394	3R	21744924	21746289	+
FBgn0039395	3R	21746764	21748169	-
FBgn0039396	3R	21749224	21767367	-
FBgn0054024	3R	21755214	21757738	+
FBgn0039398	3R	21785198	21787163	+
FBgn0000206	3R	21787716	21792670	+
FBgn0039399	3R	21798210	21799541	+
FBgn0039400	3R	21802191	21807019	+
FBgn0015269	3R	21808735	21820876	+
FBgn0002734	3R	21823343	21824358	+
FBgn0002735	3R	21825580	21826421	+
FBgn0002733	3R	21830648	21831745	-
FBgn0002732	3R	21836685	21837101	+
FBgn0002578	3R	21840447	21841183	+
FBgn0002592	3R	21842231	21843192	-
FBgn0002609	3R	21847437	21848858	+
FBgn0002629	3R	21849757	21850215	-
FBgn0002631	3R	21854572	21855457	-
FBgn0002632	3R	21858633	21859769	+
FBgn0002633	3R	21862760	21863482	+
FBgn0000591	3R	21866046	21866585	+
FBgn0001139	3R	21867432	21875634	+
FBgn0039401	3R	21875451	21877957	-
FBgn0039402	3R	21878547	21879850	+
FBgn0028833	3R	21879959	21881210	-
FBgn0039403	3R	21881409	21882213	-
FBgn0039404	3R	21882349	21883072	+
FBgn0039405	3R	21883069	21883945	-
FBgn0039406	3R	21884132	21884985	-
FBgn0039407	3R	21885230	21886989	+
FBgn0039408	3R	21887034	21887951	-
FBgn0039411	3R	21903144	21922267	-
FBgn0051324	3R	21932592	21956400	+
FBgn0039413	3R	21952515	21953453	+
FBgn0039415	3R	21960717	21962680	+
FBgn0051323	3R	21996571	22011069	+
FBgn0051086	3R	22011315	22011899	+
FBgn0039417	3R	22012737	22014526	-
FBgn0039418	3R	22014789	22016924	-
FBgn0039419	3R	22055974	22059070	+
FBgn0000064	3R	22080404	22087313	-
FBgn0039420	3R	22088384	22095910	+
FBgn0053970	3R	22144080	22187711	+
FBgn0039421	3R	22170053	22171187	-
FBgn0039424	3R	22227631	22228510	-
FBgn0039425	3R	22239810	22241111	+
FBgn0040606	3R	22250419	22250827	-
FBgn0051084	3R	22251076	22254130	+
FBgn0008649	3R	22267049	22274716	+
FBgn0042711	3R	22274801	22276273	+
FBgn0042710	3R	22276374	22278057	+
FBgn0039427	3R	22278255	22280311	+
FBgn0023178	3R	22281182	22281863	-
FBgn0039428	3R	22281858	22282964	+
FBgn0039429	3R	22284075	22286469	+
FBgn0039430	3R	22287251	22295732	+
FBgn0039431	3R	22295795	22303805	-
FBgn0026178	3R	22362068	22421912	+
FBgn0051082	3R	22410082	22412523	+
FBgn0039433	3R	22423394	22429784	+
FBgn0039434	3R	22444845	22445953	+
FBgn0039435	3R	22446330	22447082	-
FBgn0039436	3R	22448173	22449270	-
FBgn0039437	3R	22450302	22451374	-
FBgn0039438	3R	22451730	22452419	-
FBgn0039439	3R	22453686	22454429	-
FBgn0039440	3R	22455579	22456502	+
FBgn0039441	3R	22457595	22458680	+
FBgn0051080	3R	22459456	22460437	+
FBgn0051081	3R	22460596	22461639	+
FBgn0039443	3R	22462436	22463182	+
FBgn0039444	3R	22465748	22466779	+
FBgn0039445	3R	22475056	22477311	-
FBgn0039446	3R	22482167	22483253	+
FBgn0039447	3R	22487253	22492639	-
FBgn0039448	3R	22518356	22519245	-
FBgn0023179	3R	22523418	22539881	-
FBgn0039449	3R	22540884	22543107	-
FBgn0039450	3R	22543570	22545529	+
FBgn0039451	3R	22546192	22550937	-
FBgn0040607	3R	22552001	22552246	+
FBgn0040608	3R	22554265	22555772	+
FBgn0039452	3R	22554265	22555772	+
FBgn0051079	3R	22556719	22557481	-
FBgn0039453	3R	22561276	22562018	-
FBgn0039454	3R	22563348	22564315	+
FBgn0003717	3R	22624765	22668125	+
FBgn0051072	3R	22668184	22688843	-
FBgn0039459	3R	22689120	22690289	+
FBgn0027889	3R	22690327	22692529	-
FBgn0001197	3R	22692653	22694630	+
FBgn0026562	3R	22694954	22697738	-
FBgn0004903	3R	22698303	22701464	-
FBgn0002838	3R	22701678	22702232	+
FBgn0039461	3R	22702355	22706181	+
FBgn0003267	3R	22702493	22706893	-
FBgn0004359	3R	22707456	22736719	+
FBgn0051078	3R	22726086	22726484	-
FBgn0004510	3R	22736496	22738608	-
FBgn0015541	3R	22741455	22771035	+
FBgn0039462	3R	22771256	22772933	+
FBgn0051071	3R	22772985	22773056	-
FBgn0051070	3R	22773234	22773305	-
FBgn0039463	3R	22773590	22775275	+
FBgn0039464	3R	22775845	22784209	-
FBgn0039465	3R	22787446	22790547	-
FBgn0041224	3R	22790866	22792194	-
FBgn0039466	3R	22793166	22802267	+
FBgn0039467	3R	22804266	22811431	+
FBgn0051075	3R	22811344	22814237	-
FBgn0051076	3R	22814757	22815600	-
FBgn0039469	3R	22820558	22821953	+
FBgn0051077	3R	22825496	22828507	+
FBgn0039470	3R	22828958	22831191	-
FBgn0039471	3R	22831621	22832777	-
FBgn0039472	3R	22842935	22844004	-
FBgn0039473	3R	22844330	22845473	-
FBgn0039474	3R	22845954	22847100	-
FBgn0039475	3R	22847791	22848934	-
FBgn0039476	3R	22850683	22851822	-
FBgn0004842	3R	22853640	22883661	+
FBgn0029170	3R	22874947	22876742	+
FBgn0039478	3R	22883617	22889500	-
FBgn0003495	3R	22890792	22895790	-
FBgn0039479	3R	22903991	22907939	+
FBgn0039480	3R	22908854	22912341	-
FBgn0039481	3R	22915417	22916845	-
FBgn0039482	3R	22918901	22919858	+
FBgn0039483	3R	22920375	22921496	+
FBgn0039484	3R	22921646	22925401	-
FBgn0039485	3R	22927220	22928531	+
FBgn0039486	3R	22928843	22931906	-
FBgn0039487	3R	22934196	22937977	-
FBgn0027574	3R	22938293	22940862	+
FBgn0039488	3R	22940953	22942398	-
FBgn0039489	3R	22942505	22944259	+
FBgn0039490	3R	22944368	22947312	+
FBgn0039491	3R	22947338	22950410	-
FBgn0039492	3R	22950474	22954915	-
FBgn0029155	3R	22977363	22983328	+
FBgn0039494	3R	22983668	22985505	+
FBgn0051067	3R	22985799	22986489	+
FBgn0039495	3R	22986874	22988642	+
FBgn0051065	3R	22988846	22991218	+
FBgn0003482	3R	22991440	22992843	+
FBgn0004197	3R	22997818	23019716	-
FBgn0051066	3R	23011489	23012110	+
FBgn0054006	3R	23042671	23045064	-
FBgn0051063	3R	23053160	23055146	-
FBgn0051064	3R	23055539	23064803	-
FBgn0051068	3R	23059493	23061993	+
FBgn0005696	3R	23064815	23066952	+
FBgn0039498	3R	23066989	23068058	+
FBgn0042111	3R	23068056	23070951	-
FBgn0039500	3R	23072582	23073540	-
FBgn0039501	3R	23073949	23076729	-
FBgn0011289	3R	23076834	23082186	+
FBgn0010441	3R	23076853	23078902	-
FBgn0010328	3R	23082315	23089758	-
FBgn0039503	3R	23090049	23091152	-
FBgn0039504	3R	23091209	23092006	+
FBgn0002441	3R	23091952	23098995	-
FBgn0039505	3R	23099426	23100287	+
FBgn0046247	3R	23100429	23103140	+
FBgn0039507	3R	23102971	23107566	-
FBgn0039508	3R	23109498	23113170	+
FBgn0039509	3R	23113087	23114217	-
