Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
188	1.5583	1054.1	1206.9	1366.7	1214	1319.1	1298.3	847.69	1056	114.23	1052.4	1331.4	1503	949.61	1151.7	959.84	1135.9	1464	954.47	1160.4	1402.4	1556.9	1370.6	1541.3	1099.5	1255.5	1465.1	978.56	1051.9	1312.8	851.68	811.21	955.59	71.674	927.77	1195.6	423.46	880.8	1132.8	20.974	879.41	1164.5	302.82	1024.4	1396	1309.3	982.46	1306	651.13	971.11	1138.7	42.207	1024.1	1441.7	1117.7	1296.6	1490.7	1130.1	1338	1501.1	1008.5	1096.9	950.74	440.44	1078.6	1091.1	1301.7	1118.4	1197	1507	1072.8	1020.3	925.95	1243.2	878.46	1182.8	1250	1307.7	1572.3	1264	904.81	866.15	1251.5	881.93	997.2	1240.6	1125.5	838.94	990	950.31	475.8	1338.9	1170.4	505.01	1092.5	880.8	324.31	1215.4	1045.8	479.01	1226.8	1132.3	1387.8	1341.2	1161.9	607.54	1087	910.61	224.3	1265.3	1051.4	1349.6	1265.4	967.9	953.77	1216	849.77	925.09	1261.3	1317.9	1110.1	1019.6	1114.2	1199.4
189	1.5667	1084	1233.2	1367.5	1247.6	1342.6	1299	849.25	1058.4	119.95	1084.8	1352.7	1502.8	981.16	1176.6	959.15	1190.6	1495.4	969.63	1192.1	1426.4	1558.7	1412.9	1569	1138.5	1308.1	1496.7	1005	1082.4	1337.2	847.95	812.16	957.59	80.601	939.04	1201	426.58	881.15	1132.3	21.84	887.65	1167.9	307.84	1059.7	1424.4	1315.6	1004.4	1319.8	648.79	970.76	1138.9	42.38	1070.9	1476.1	1127	1336.4	1518.3	1160	1387.7	1533.1	1042.9	1159.2	994.25	421.72	1107.2	1118.1	1303.1	1150.4	1220.7	1507.8	1105.3	1045.5	925.78	1264.2	893.54	1204.8	1281	1331.3	1574.4	1279.3	906.71	887.04	1268.3	889.64	1018.7	1272.8	1152.4	844.05	1050.5	988.01	448.85	1390.3	1215	522.78	1166.5	934.45	300.48	1272.6	1088.7	476.67	1254.9	1156.7	1391	1385.1	1201.2	626.78	1168	972.58	203.67	1290.5	1076.4	1359.9	1284.4	973.62	972.75	1229.8	856.19	948.75	1293.6	1340.9	1110.3	1049.5	1142.9	1198.4
190	1.5750	1114.2	1260	1368.9	1282	1365.4	1300.4	852.55	1061.7	128.35	1117.5	1374.3	1503.5	1012.9	1202.8	958.45	1241.2	1528.1	987.58	1224.1	1449.7	1561.2	1451.9	1595.4	1176.1	1355.7	1529	1032.1	1114	1362.2	845.01	814.59	960.62	92.387	951.35	1206.9	432.73	881.93	1131.9	23.314	896.31	1172.1	315.21	1096.5	1452	1323.8	1028.3	1334.5	648.01	970.85	1138.9	42.554	1117.3	1510.3	1139.3	1373.2	1544.8	1188.6	1433.1	1564.5	1076.7	1222.7	1040.3	400.06	1134.5	1146.2	1305.7	1183.1	1243.9	1508.9	1137.5	1072	926.39	1285.1	910.7	1227.6	1312.8	1354.4	1577	1296.4	916.07	909.49	1286.1	900.21	1042.1	1306.3	1179.5	850.03	1112.5	1028.3	418.26	1438.2	1257.5	539.68	1241.1	991.56	275.08	1329.7	1131.2	472.42	1283.6	1182.1	1395.3	1427	1238.9	646.71	1249.1	1038.8	183.3	1315.6	1102	1371.3	1303.3	983.76	994.25	1245.4	867.02	973.01	1327.1	1363.3	1112.2	1078.9	1172.8	1198.6
191	1.5833	1146	1287.4	1370.1	1317.1	1388.1	1302.9	857.66	1065.7	139.1	1150.6	1397	1505.5	1045.3	1230.2	957.59	1288.7	1563.4	1007.3	1256.5	1472.6	1563.8	1487.8	1620.2	1210.6	1400.5	1558.4	1057.6	1147.7	1387.3	843.53	819.53	965.47	107.55	965.13	1213.7	441.31	883.23	1131.4	25.394	906.19	1177.1	325.35	1135.1	1479.4	1334.8	1054.6	1350.8	648.27	970.85	1139	42.554	1161.7	1544.1	1154	1408.2	1570.1	1215.9	1475.3	1594.6	1108	1287.5	1088.5	377.18	1157.8	1175.5	1310.2	1216.7	1266.3	1510.6	1170.5	1097.7	927.69	1306.3	931.07	1250.6	1345.2	1376.5	1579.7	1314.1	928.03	932.11	1305.4	915.99	1066.2	1340.6	1206.3	856.71	1176.3	1072.4	385.06	1483	1297.8	554.76	1316	1053	249.6	1385.3	1174.4	465.84	1312.2	1207.4	1400.6	1466.4	1274.2	665.78	1330.2	1109.1	164.15	1341.1	1128.2	1382.5	1322.7	997.54	1016	1262.4	881.41	997.46	1361	1384.6	1115.1	1109.3	1202.9	1199.2
192	1.5917	1178	1315.6	1371.9	1352	1410	1306.1	865.37	1072.2	151.93	1183.7	1421.2	1508.7	1079.1	1259.8	957.33	1332.5	1600.4	1026.6	1289.4	1494.8	1566.9	1522.1	1643.1	1241.6	1441.4	1591.8	1081.8	1182.5	1413	843.53	827.85	972.41	125.75	981.68	1222.6	451.62	885.48	1131.1	28.6	918.59	1182.2	338.7	1173.9	1505.6	1346.9	1083.2	1368.8	649.57	970.93	1139.2	42.207	1203.6	1576.9	1170.4	1442.9	1593.6	1240.5	1514.8	1623.4	1136.2	1352.9	1139.2	353.78	1191.4	1206.3	1310.1	1250.5	1288.6	1513.1	1204.5	1124.4	929.68	1327.3	953.51	1272.8	1377.9	1398.5	1582.5	1333	943.37	954.38	1325.2	933.67	1089.2	1375.2	1233.6	864.25	1241.6	1120.5	350.74	1525.2	1335.7	568.88	1391	1118.4	224.73	1439.4	1219.2	458.56	1340.8	1232.8	1406.7	1503.9	1307.4	683.03	1410.3	1182.9	147.07	1367.3	1154.8	1393.3	1343.3	1014.2	1036.8	1280.2	899	1021.4	1394.1	1405.1	1117.9	1139.8	1233.2	1200.2
193	1.6000	1209.3	1342.7	1375.7	1386.5	1431.5	1310.2	876.81	1081.3	166.75	1216.8	1445.1	1512.1	1113.5	1290.5	957.76	1371.9	1637.4	1045.3	1322.7	1516.5	1570.3	1556	1664.3	1268.6	1479.7	1624.6	1103.6	1218.9	1439.8	844.4	840.41	981.16	147.07	1001.4	1234.7	462.98	888.34	1131.1	32.847	934.71	1190	353.86	1212.9	1530.3	1359.1	1113.7	1388.5	651.57	971.02	1139.2	42.12	1243.3	1607.8	1187.6	1478.2	1615.4	1261.8	1552.1	1650.9	1161.5	1418.1	1192.6	329.86	1222.1	1235.3	1312.3	1284.2	1311.5	1515.9	1238.2	1153.4	933.23	1348.9	977.09	1293.4	1411	1420.6	1585.7	1353.1	961.75	975.09	1344.8	952.47	1110.7	1410.1	1261.3	871.79	1308.2	1172.9	317.03	1565.4	1371	581.1	1465.6	1186	201.16	1493.5	1264	450.58	1369.7	1258.5	1413.1	1540.5	1339	699.06	1489.1	1258.9	133.03	1393.8	1181.6	1403.7	1365.4	1033.2	1057.1	1297.9	920.41	1042.9	1422.4	1423.3	1117.1	1168.6	1263.4	1202.1
194	1.6083	1241.3	1369.1	1380.7	1421.3	1453.5	1314.9	891.63	1092.4	182.35	1250.7	1466	1514.8	1147	1320.8	958.71	1408.6	1674.2	1063.7	1356.5	1538.7	1573.6	1590.2	1683.6	1290.3	1515.8	1656.6	1121.9	1256.2	1466.7	845.18	857.75	990.87	170.47	1023.6	1249.9	473.98	890.59	1130.2	38.567	954.38	1203	368.08	1251.9	1553.2	1371	1145.7	1410.1	653.91	970.24	1139.8	42.467	1280.7	1637.1	1204.3	1513.1	1634.9	1279.1	1588	1676.7	1183.3	1483.1	1248.1	306.2	1252	1263.8	1316.1	1316.7	1333.8	1519.1	1271.3	1183.3	937.13	1370.7	1001.6	1311.6	1444	1442.8	1589.1	1374.4	983.16	993.9	1366	976.05	1129.8	1445.4	1288.3	878.55	1375	1229.3	284.62	1604.6	1403.9	591.33	1539.2	1254.6	179.92	1547.2	1307.5	440.62	1399.1	1284	1419.9	1576.4	1368.7	712.93	1566.3	1335.5	122.37	1420.2	1207.9	1413.6	1388.8	1054.9	1075.8	1316.9	944.76	1061	1458	1445.5	1122.9	1197.8	1293.5	1204.3
195	1.6167	1273.9	1395.3	1386	1456.1	1475.5	1320	908.19	1104.5	198.56	1284.1	1486.3	1517.9	1181.2	1351.6	960.53	1443.1	1710.6	1080.5	1390.2	1560.7	1576.9	1624.8	1701.4	1306.4	1550.1	1687.4	1136.2	1293.8	1493.5	845.87	879.33	1001.9	195.95	1047.8	1268.9	484.38	893.45	1128.1	48.187	976.22	1218.6	381.25	1289.8	1574.1	1381.3	1179	1433.7	656.51	969.03	1140.9	43.507	1315.9	1665.9	1219.5	1547.9	1653.5	1291.9	1622.8	1701.7	1199.5	1547.5	1305.1	283.75	1282.9	1292.9	1320.1	1348.3	1355.4	1523.9	1304.1	1213.1	940.95	1391.9	1027	1327.9	1477.2	1464.7	1592.9	1397.6	1007.4	1010.4	1387.7	1000.5	1145.5	1481.2	1314.8	884.79	1441.3	1289.3	252.9	1643	1433.2	598.18	1611.8	1324.3	161.72	1599.2	1349.9	429	1428.9	1308.4	1426.5	1611.1	1395.1	722.55	1642.3	1410.8	114.49	1446.8	1233.7	1423	1414	1078.6	1092.2	1338	971.28	1075.6	1503.3	1472.5	1132.7	1230	1324.3	1207.5
196	1.6250	1307.1	1420.1	1390.7	1490.1	1497.4	1325.1	926.04	1116.9	216.76	1316.6	1507.9	1521.8	1217.2	1383	962.44	1474.6	1745.7	1094.3	1423.8	1582	1580.3	1660.4	1717.8	1316.2	1582.5	1717	1146.2	1331.3	1520.9	847.52	903.07	1015.2	224.56	1075.3	1291.2	493.83	897.35	1124.8	63.441	1000.7	1235.7	394.42	1326	1594.9	1389.8	1213.4	1459	659.19	967.9	1140.5	45.24	1349.2	1694	1233.5	1583.1	1672.4	1299.5	1656.6	1726.6	1209.2	1610.6	1363.6	262.52	1313.5	1322.8	1324.5	1381.8	1377.1	1528.7	1336.8	1242.4	944.76	1412.1	1052.8	1341.4	1510.7	1486.1	1597.5	1423.3	1033.9	1023.3	1411.1	1026.2	1157.8	1516.6	1340.7	889.73	1507.7	1351.8	222.22	1679.9	1458.9	600.61	1684.2	1394.5	147.51	1649.6	1391.9	416.35	1458.3	1331.6	1431.7	1645.5	1419.3	727.66	1717.5	1484	110.15	1473.5	1259.2	1431.3	1441.9	1103.7	1105.9	1361.5	1000.1	1086.6	1542.7	1496.7	1141.8	1263.9	1354.6	1210.4
197	1.6333	1338.9	1444.7	1394.9	1523.9	1519	1330.5	945.63	1130.8	237.82	1349.8	1529.6	1525.8	1253.1	1414.5	964.78	1503.2	1778.8	1104.7	1457.6	1603.4	1584	1696.9	1733.7	1319.1	1613.1	1745.7	1152.2	1368	1548.9	850.03	927.17	1031.5	255.5	1106.9	1315.4	501.54	904.81	1121.2	84.241	1028.3	1255.1	408.2	1360	1616.3	1396.7	1248.4	1485.9	661.62	969.11	1136.5	49.747	1380.7	1720.8	1244.4	1618.2	1691	1301.6	1689.1	1750.9	1212.5	1672.2	1421.5	243.54	1343.5	1351.8	1328.4	1415.7	1399.1	1532.5	1369.3	1271.3	947.19	1432.7	1078.5	1350.9	1544.2	1507.1	1601.5	1452	1062.4	1032.2	1436.2	1053	1166.6	1551.3	1365.7	893.11	1573.2	1415.5	194.83	1714.9	1481.8	598.01	1754.6	1463.2	136.07	1698.7	1432.7	402.31	1486.6	1353.8	1435.2	1679.2	1442.6	730.43	1790.6	1554.9	109.03	1499.9	1284.2	1437.7	1471.9	1130.5	1116.5	1387.3	1030.6	1093.8	1572.9	1518.1	1144.1	1298.8	1382.9	1210.6
198	1.6417	1368.8	1469.5	1399.2	1557.7	1541.2	1335.5	967.99	1147.1	261.48	1383.6	1551.4	1529.2	1288.9	1445.2	966.34	1529.4	1810.8	1112.4	1491.4	1624.9	1587.7	1734	1749.2	1314.4	1641.6	1773.6	1152.9	1404.2	1576.8	853.15	951.09	1050	288.86	1142	1342.2	506.92	918.5	1120.2	110.5	1059.2	1278.3	421.55	1393	1638	1402.2	1284.2	1513.5	663.53	974.4	1128.4	58.76	1410.3	1746.5	1252.9	1653.4	1709.2	1298.2	1720	1774.9	1209.4	1732.5	1478.5	227.07	1372.7	1378.2	1330.5	1448.6	1421	1535.6	1401.1	1299.4	949.96	1454.5	1103.8	1356.3	1577.4	1527.8	1604.9	1483.6	1092.6	1037.8	1462.7	1081.1	1171.7	1585.6	1390.1	895.45	1637.1	1478.9	172.9	1748.3	1501.9	589.86	1821.3	1529.2	126.01	1745.9	1472.1	387.14	1514.6	1376.5	1438.2	1711.5	1463	724.28	1860.4	1621.6	108.25	1525.6	1308.5	1442.1	1502.8	1158.7	1124.1	1416	1062.1	1096.8	1609.5	1544.1	1151.4	1331.2	1409.6	1213.1
199	1.6500	1399.7	1493.9	1402.7	1591.2	1563.7	1339.6	993.56	1165.4	286.96	1417.4	1574	1532.2	1324	1475.3	967.03	1553.9	1841.2	1117.4	1525.1	1646.6	1591.2	1771.3	1765.3	1302.3	1667.7	1800.8	1147.8	1440.1	1604.9	856.71	974.23	1071	323.62	1180.2	1371.9	510.56	939.3	1124.9	139.19	1093	1305.5	432.9	1426.5	1660.9	1406.9	1321.4	1541.5	665.17	1000.8	1123.4	89.354	1439.1	1772	1260.1	1689.1	1728.7	1289.7	1749.4	1798.7	1200.2	1790.7	1533.8	212.68	1401.3	1403.5	1332.1	1481.4	1442.8	1538.1	1432.4	1327.9	953.08	1476.8	1128.4	1358.2	1610.7	1548.7	1608	1518.1	1124.3	1040.4	1491.5	1110.4	1173.1	1619.8	1414.8	897.09	1698.5	1541.9	157.04	1779.9	1519.9	577.12	1883.9	1591.2	116.05	1791.2	1509.9	371.02	1543.7	1399.1	1441.6	1743.6	1483.1	716.65	1926.1	1683.6	106.77	1551.8	1331.9	1444.7	1535.3	1188	1128.8	1447.5	1094.3	1095.8	1644.3	1568.6	1156.8	1359.4	1436.4	1218.7
200	1.6583	1431.5	1517.9	1405.1	1624.1	1586.1	1343.3	1021.3	1185	313.65	1450.8	1596.4	1535.1	1357.9	1506.1	968.42	1576.5	1869.8	1119.6	1558.9	1668	1594.2	1808.7	1782.9	1283.1	1691.8	1827.4	1140.4	1476	1633.6	859.74	997.28	1094.5	358.02	1220.5	1403.9	512.72	965.82	1134.1	168.91	1128.7	1335	442.52	1460.4	1684.8	1411.1	1360.3	1570.2	665.95	1028.5	1124.2	120.12	1467.4	1797.4	1266	1723.8	1749	1276	1777.5	1822.4	1184.8	1845.6	1586.4	200.9	1433	1429.1	1333	1513.5	1464.4	1540.3	1463.8	1356.4	955.25	1499.9	1153	1356.3	1644.1	1570	1610.7	1556	1157.2	1040	1523	1140.3	1170.6	1653.7	1440.2	897.87	1755.5	1602.3	146.64	1809.4	1536.9	561.52	1942.2	1649.5	108.59	1834.1	1546.7	354.99	1574.3	1421.3	1443.6	1776.1	1502	707.29	1987.1	1741.4	107.29	1579.9	1354.3	1445.2	1570	1218.3	1130.5	1482.2	1126.7	1091.2	1670.7	1589.1	1157.3	1386.9	1463.3	1223.3
201	1.6667	1463.4	1542.1	1406.7	1656.6	1608.5	1346.2	1051.9	1205.8	341.04	1484.1	1618.5	1537.3	1392.3	1535.6	969.46	1597.3	1896.4	1118.9	1592.3	1689.2	1596.8	1845.1	1801.8	1257	1712.9	1852.8	1126.9	1512.3	1662.5	862.51	1024.2	1120.4	392.08	1262.1	1437.3	513.24	995.38	1145.8	200.81	1166.2	1366.3	450.76	1494.4	1709.2	1414.6	1400.1	1599.5	665.26	1057.7	1130.5	152.97	1495.9	1822.9	1270.3	1757.3	1769.4	1257.7	1804.1	1846.4	1164.4	1895.2	1634.6	192.49	1469.4	1453.1	1332.9	1545.2	1486.4	1541.9	1496.7	1383	956.46	1524.4	1178.4	1349.2	1677.1	1590.7	1612.6	1596.8	1191	1036.6	1556.9	1170.7	1164.5	1687.1	1465.4	897.7	1807	1657.5	139.1	1837.7	1554	544.79	1995.4	1702.9	105.91	1874.2	1581.4	340.34	1604.8	1442.8	1443.4	1809.1	1519.3	695.68	2041.8	1793.7	112.23	1609.2	1375.7	1444	1606.9	1249.1	1129.8	1520.1	1159.3	1082.6	1707.1	1614.8	1163.8	1416	1489.6	1225.9
202	1.6750	1495.5	1566.3	1407.4	1688.5	1631.2	1348.5	1085.6	1229.6	368.34	1517.3	1640.6	1539	1428.2	1561.6	969.37	1616.8	1921.2	1115.9	1625.8	1710.6	1598.7	1879.2	1822.3	1225	1732.5	1877.1	1111.3	1549.6	1691.7	864.42	1058.3	1148.8	426.92	1305.9	1471.4	512.03	1025.7	1160.1	235.65	1206.4	1398.6	458.04	1528.3	1734.1	1416.8	1441.3	1629.8	663.61	1087.8	1141.5	187.72	1524.8	1848.2	1273.7	1789.9	1790.7	1234.8	1827.4	1870.3	1139.4	1938.6	1676.8	186.33	1497.5	1475.3	1333.7	1578.1	1508.1	1542.9	1530.9	1410.9	956.03	1551.2	1203.9	1337.5	1709.8	1611.3	1613.8	1639.7	1225.9	1030.6	1592.9	1201.5	1155.2	1721.5	1491.2	896.66	1852.3	1706.2	133.47	1866.2	1571.5	528.67	2042.5	1749.5	105.21	1909.5	1612.7	328.47	1635.4	1463.9	1441.9	1841.9	1535	681.99	2090.2	1838.3	119.69	1638.9	1395.8	1441	1646	1280.3	1126.5	1560.4	1192.8	1071.2	1740.2	1640.3	1166.5	1448.1	1515.5	1227.6
203	1.6833	1527.6	1590.3	1407.3	1720.1	1654.1	1350.2	1122.5	1257.1	395.46	1550.1	1661.8	1540.2	1463.2	1588.7	968.94	1635.3	1944.6	1111.6	1659.2	1731.7	1600	1910.4	1844.3	1187.6	1749.7	1900.3	1093.4	1587.8	1721.3	865.11	1098.2	1179.5	461.24	1351.2	1506.3	509.78	1056.3	1178	271.53	1248.8	1432.1	465.32	1561.8	1759.6	1418.1	1483.9	1660.3	661.27	1116.5	1157.3	221.61	1553.3	1873.1	1275.5	1821.8	1812.9	1207.5	1846.4	1894	1110.6	1976.3	1712.2	180.87	1529.4	1496.8	1332.1	1611.8	1529.3	1543.7	1565	1440.2	954.38	1579.9	1228.9	1322.5	1742.4	1632.3	1615	1684.8	1261.4	1022.3	1630.6	1232.6	1143.7	1757.6	1517.5	894.75	1891.8	1748.3	130.61	1894	1590.2	514.8	2083.1	1787.8	102.61	1940.3	1640.9	318.85	1666	1484.4	1439.5	1874.8	1549.8	668.21	2133.7	1873.7	124.54	1668.7	1415	1435.8	1686	1312	1120.3	1603.2	1227.6	1057.4	1772.2	1665.3	1167.7	1484.1	1540.9	1228.3
204	1.6917	1559.1	1613.7	1406.7	1751.1	1677.1	1350.8	1162.5	1287.9	422.07	1582.4	1682.6	1541.2	1495.6	1618.6	968.16	1653.5	1966.4	1106.4	1692	1753	1600.4	1937.7	1867.6	1146.9	1764.9	1922.7	1074.3	1626.4	1750.1	864.25	1142	1213.3	493.57	1397.3	1541.6	506.4	1088.7	1201.7	306.8	1292.5	1466.4	472.08	1594.9	1785.3	1419	1527	1691	657.89	1143.9	1176	254.63	1581.4	1897.5	1275.7	1850.6	1834.7	1176.7	1862.5	1918.1	1080.2	2008.7	1741.6	175.41	1560.6	1519.8	1329.7	1644.5	1550.5	1544.7	1598.7	1468.1	953.17	1610.6	1253.3	1304	1775.4	1653.4	1614.9	1731.6	1297.4	1012.5	1670.4	1264.4	1129.9	1793.8	1543.8	892.07	1925.7	1784.1	129.22	1919.7	1609.8	503.45	2117.1	1817.5	96.287	1967.8	1666.9	310.18	1696.5	1504.5	1435.7	1908.1	1564.9	655.73	2172.8	1899.4	121.68	1698.9	1433.8	1428.8	1726.6	1344	1111.9	1648.2	1262.7	1041.2	1804.2	1690.6	1168.8	1514.1	1565.9	1226.1
205	1.7000	1590.2	1636.2	1405.1	1782	1699.7	1350.3	1205.5	1321.9	446.86	1614.2	1703.3	1541.9	1525.7	1649	967.99	1671.6	1987.5	1100.7	1723.9	1774.3	1599.8	1960.2	1891.7	1103.5	1778.3	1944.8	1054.8	1665.6	1778.2	862.69	1188.7	1249.8	522.08	1444.1	1577.1	502.5	1125	1232.6	340.08	1338.1	1501.2	478.23	1627.5	1810.7	1418.8	1570.2	1722.3	654.51	1178.4	1206	285.74	1608.8	1921.4	1274.8	1876.4	1855.7	1144	1876	1943.1	1049.5	2036.2	1765.6	168.48	1590.3	1543.1	1326.6	1675.7	1571.2	1545.3	1632.1	1495.2	952.13	1643.3	1277.6	1282.6	1807.1	1674.2	1613.9	1779.5	1334.5	1001	1711.9	1296.8	1114	1830.2	1569.5	888.51	1954.3	1813.9	126.88	1943.9	1629.4	493.74	2145.2	1839.8	86.407	1992.4	1690.4	301.52	1727.2	1524.1	1430.2	1940.1	1580.5	644.55	2206	1918.3	111.54	1730.2	1452.4	1419.8	1768.8	1376.5	1101.3	1695.1	1298.4	1024.4	1836.2	1716.9	1169.2	1550.1	1590.2	1223.3
206	1.7083	1621.7	1658.2	1402.4	1812.9	1722.8	1349.7	1251.2	1358.7	468.78	1645.9	1723.8	1541.6	1565.8	1678.5	961.92	1689.2	2007.4	1094.4	1755.6	1795.1	1598.8	1978.5	1916	1058.7	1790.3	1966.7	1035.7	1704.8	1806.1	861.13	1238.3	1288.5	546.78	1492.2	1613.4	498.77	1164.5	1269.6	369.29	1386.1	1537.2	484.04	1659.8	1835.1	1417.6	1613.1	1753.9	650.96	1214	1240.4	312.7	1635.3	1944.5	1272.8	1900.3	1877.1	1109.8	1886.7	1968.7	1018.8	2059.6	1785.1	159.64	1618.2	1565.1	1323.8	1707.3	1591.8	1545.3	1666.1	1523.2	949.18	1678.1	1302.8	1259.6	1839.3	1695.5	1612.9	1828.5	1372.8	988.18	1754.8	1329.5	1096.1	1867.4	1594.5	884.44	1978.6	1836.5	121.68	1967.9	1649.3	485.16	2168.4	1856.9	74.187	2014.5	1710.3	292.5	1757.9	1543.3	1423.3	1969.3	1598	634.49	2232.5	1933.5	97.327	1762	1470.7	1409.1	1812.4	1409.6	1090	1743.9	1334.8	1007.1	1868.4	1743.3	1168.8	1574.3	1617.1	1221.5
207	1.7167	1653.4	1680.5	1399.3	1843.9	1746.2	1348.5	1299.5	1398.3	487.5	1677.4	1744	1540.3	1603.1	1709.8	956.72	1706.4	2026.1	1087.8	1787.4	1816.3	1597.7	1990.3	1941.5	1013.9	1800.9	1989.1	1017.4	1742.8	1832.7	858.87	1290.7	1328.9	567.58	1541.5	1650.9	494.52	1206.1	1311.9	394.16	1434.9	1574.7	488.28	1691.3	1858.7	1415.5	1655.4	1785.5	646.28	1251.4	1280.9	335.14	1661.4	1966.4	1270.2	1920.7	1898.4	1073.8	1895.2	1994.9	992.52	2079.8	1800.8	149.59	1641.1	1588.6	1318.8	1739.7	1612.6	1544.3	1700.2	1552.1	944.85	1714.8	1329.1	1235.4	1871.2	1717	1611.3	1878.9	1412.5	974.4	1799.6	1362.8	1076.9	1905	1619	881.15	1999	1851.6	112.93	1992.4	1669.7	478.06	2187.7	1870.2	59.714	2035.5	1727.5	283.75	1788.8	1563.1	1415.3	1996.7	1617.7	626.87	2252.2	1947.1	79.821	1794	1488.5	1396.7	1856.8	1443.9	1078.7	1793.7	1371.7	988.79	1900.4	1769.6	1167.7	1615.8	1642.5	1214.4
208	1.7250	1684.8	1702.4	1395.3	1875	1769.7	1346.3	1350.1	1440.3	502.84	1708.7	1764.2	1538.2	1638.7	1740	950.39	1723.7	2044.7	1081.5	1818.6	1837.6	1595.7	2000.5	1967.1	969.89	1810.4	2011.6	1000.9	1780.5	1858.8	855.93	1345.3	1370.2	583.36	1591.6	1689.5	488.89	1250	1358.7	415.14	1486.2	1613.8	490.54	1721.9	1881.5	1412.7	1696.9	1817.6	640.82	1290.8	1327	353.08	1687.2	1987.6	1267.1	1937.7	1918.7	1036.7	1902.6	2021.5	967.9	2098	1812.2	138.58	-9999.99	-9999.99	-9999.99	1771.3	1633.7	1541.3	1732.8	1581	941.81	1753.5	1356.3	1209.7	1902.9	1738.7	1609.2	1930	1453.2	959.84	1845.9	1397.1	1057.6	1942.2	1643.1	878.98	2015.7	1860	102.01	2018.8	1690	472.51	2202.6	1879.6	43.767	2058.4	1743.1	276.47	1819.8	1583.3	1405.9	2023.8	1640.4	622.27	2265.9	1959	58.414	1827.2	1507	1382.8	1902.3	1478.8	1066.4	1844.3	1409.5	969.98	1932.9	1796.4	1166	1625.8	1668.6	1216.6
209	1.7333	1716.5	1723.1	1389.6	1906.1	1793.3	1343.5	1402.8	1484	513.76	1739.6	1784.2	1535.3	1673.4	1770.1	944.59	1741.1	2063	1075.9	1848.5	1858.4	1592.9	2001.8	1992.5	927.6	1819.1	2033.6	985.67	1818.8	1884.7	852.81	1401.7	1412.9	594.19	1642.2	1729	480.83	1296.4	1409.2	431.52	1540.3	1654.4	490.97	1751.6	1903.9	1409	1738	1850.2	635.27	1332.4	1376.8	366.34	1712.5	2008.5	1263.2	1948.1	1938.7	1001.3	1909	2048	946.75	2114	1820.6	126.97	-9999.99	-9999.99	-9999.99	1800.5	1654.7	1537	1764.3	1609.9	938.87	1795.1	1384.7	1182.9	1934.3	1760.7	1606.6	1981.5	1495.1	945.19	1894.1	1433	1038.6	1975.2	1666.8	877.68	2028.5	1862.6	90.307	2046.9	1709.2	467.22	2213.5	1886.4	27.474	2082.7	1756.8	269.19	1851.2	1603.6	1395.5	2051.2	1666	619.67	2274.9	1970.3	37.094	1861.4	1526.1	1367.1	1949.4	1514.1	1053.2	1895.7	1449.1	951.43	1965.9	1823.8	1164.6	-9999.99	-9999.99	-9999.99
